	TexTerm_Beltra_RNA_rep1	TexTerm_Beltra_RNA_rep2	TexTerm_Beltra_RNA_rep3	TexTerm_Hudson_RNA_rep1	TexTerm_Hudson_RNA_rep2	TexTerm_Hudson_RNA_rep3	TRM_IEL_1_RNA_rep1	TRM_IEL_1_RNA_rep2	TRM_IEL_2_RNA_rep1	TRM_IEL_2_RNA_rep2	TRM_liver_RNA_rep1	TRM_liver_RNA_rep2	TRM_lung_A_RNA_rep1	TRM_lung_A_RNA_rep2	TRM_lung_A_RNA_rep3	TRM_lung_I_RNA_rep1	TRM_lung_I_RNA_rep2	TRM_lung_I_RNA_rep3
Rnf122	103	74	63	372	307	298	6	0	50	49	223	303	10	16	13	22	14	28
Snord13	0	0	0	0	0	0	0	0	10	7	0	0	1	2	3	8	7	15
Tti2	82	56	64	492.26	411.63	389.84	27	18	102	55	537.45	490.44	38	25	37	29	42	43
Mak16	144	120	113	858.74	833.37	1003.16	147	85	183	188	1269.55	1257.56	124	70	151	72	175	203
Fut10	0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1	0	0
Gm8051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5117	0	0	0	0	0	0	0	1.24	1.17	0	0	0	2	0	2.07	8.19	3.12	1.03
Nrg1	0	2	3	5	8	13	0	0	0	0	1	3	0	0	0	1	0	0
Gm26578	0	0	0	0	0	0	0	0	0	0	0	0	2	6	5	7	1	1
Gm22140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5908	0	0	0	0	0	1.37	0	0.62	2.16	6.77	1.48	1.45	0	0	0	0	0	0
Gm3985	0	0	0	0	0	0	0	0	0	0	0	0	3	7	5	4	1	0
Gm6877	0	0	0	3.66	0	0	0	1.1	0	2.92	4.9	0	0	0	0	0	0	2.82
Wrn	140	128	107	967	838	709	104	60	55	62	2145	2171	58	38	80	92	137	112
Purg	4	4	5	21	21	36	0	0	0	0	49	76	8	2	1	4	1	2
5930422O12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Tex15	0	0	0	10	1	7	0	0	0	0	37	9	7	20	4	12	4	1
Ppp2cb	399	318	215	1968.25	1563.45	2013.6	53	18	53	31	1520.31	1513.2	113	89	119	54	181	189
Ubxn8	85	113	68	567.75	510.55	606.4	79	41	93	97	458.69	513.8	32	18	19	38	60	64
Gsr	348	318	235	1722	1468	1428	100	72	50	43	842	923	113	135	194	159	260	310
Gm24727	0	0	0	0	0	4	0	0	0	0	0.5	3	0	0	0	0	0	0
1700104B16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2e2	67	57	62	364	318	432	37	39	50	36	434	412	29	39	50	44	52	76
Smim18	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	1	0	0
Rbpms	0	1	0	1	1	0	0	0	0	0	7	7	0	2	0	10	3	0
Gm26632	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
Gm26978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9951	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Dctn6	164	182	121	863.71	855.65	1013.79	213	125	325	294	1129.14	1085.36	131	116	154	125	270	299
Gm26768	0	2	0	8.29	9.35	7.21	2	0	4	10	22.86	15.64	3	2	4	6	5	10
Gm10131	101.14	94.42	65.27	746.1	674.23	852.7	39.95	34.35	166.05	181.62	251.09	210.34	10.24	28.8	10.39	43.84	60.9	93.34
Mboat4	4	6	1	16	17	22	2	3	2	0	13	9	0	6	9	7	17	13
Leprotl1	579	783	543	3882	3705	3661	669	346	1376	1404	5648	5911	383	261	424	237	589	676
Saraf	3450	2317	1847	14384	12878	12428	2523	1154	4267	3935	7755	7838	1398	1105	1834	1033	2866	2873
Mir6395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29243	6	4	1	48	53	56	8	7	36	45	50	60	1	5	1	3	14	16
Gm23177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8254	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	0	0
Gm4889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm29174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp4	7	7	5	136	92	89	9	17	16	6	126	65	11	4	9	46	110	139
Tnks	81	50	29	482	417	260.9	19	6	23	35	1365	1421.99	26	21	39	12	49	36
Gm9939	0	0	0	0	0	1.1	0	0	0	0	0	1.01	2	1	0	0	1	3
Rpl31-ps23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3b	9	10	6	90	95	73	28	26	149	188	171	123	2	9	3	7	8	21
Eri1	245	246	178	1033	878	887	170	140	137	122	1397	1413	126	115	147	146	243	179
Gm16793	0	0	1	0	0	0	0	0	0	0	2	7.14	1	4	4	4	0	0
Mfhas1	43	40	43	86	72	59	31	8	52	47	603	558.86	15	25	35	22	28	50
Gm22216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC129211.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn23	0	0	0	7	1	0	0	0	0	0	0	2	0	2	0	0	5	1
Gm22030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps12l2	0	0	0	1.12	0	0	0	2.06	11.1	5.43	0	0	0	0	0	0	0	0
D8Ertd82e	287	286	220	1110	1062	756	294	120	788	811	2036	2222	12	8	22	47	24	29
Lonrf1	3	0	2	4	5	1	0	0	16	3	22	27	2	2	2	2	4	7
Gm5787	0	0	0	0	0	0	0	2	0	1.1	0	0	10	7	2	2	0	1
Gm26150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430573F11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Dlc1	1	0	0	1	0	0	1	0	8	0	14	15	15	36	13	10	6	10
AI429214	1	0	2	2	2	0	0	0	0	0	9	5	0	5	0	4	1	0
Gm25126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgcz	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0
Gm16205	0	0	0	0	0	0	0	1	0	0	3.06	2.02	0	1	0	0	1	3
Gm16204	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Mir383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tusc3	77	101	78	396	392	358	67	55	96	112	412	426	67	40	105	78	173	175
Msr1	0	0	2	0	0	0	0	0	0	1	10	2	15	22	16	9	6	19
Fgf20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	0
Micu3	5	5	6	53	30	77	34	23	26	35	382	410	25	13	20	7	32	33
Mir7666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc2	96	99	87	588	440.05	473.12	19	26	4	3	1306.49	1219	89	95	111	97	225	210
Cnot7	144	163	145	979	762.95	886.88	176	125	86	85	1908.51	2032	151	100	155	138	296	324
Vps37a	101	89	83	579	528	539	105	47	80	78	1365	1267	86	74	139	87	126	183
Mtmr7	11	12	10	75	79	76	5	0	1	9	136	112	11	13	12	8	39	35
Adam24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Adam25	0	0	0	0	0	0	0	0	0	0	0	0	3.81	0	1.11	2	0	0
Adam20	0	0	0	0	0	0	0	0	0	0	0	0	10.19	8	8.89	1	0	0
Adam39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5345	0	0	0	0	0	0	0	1.19	0	0	1	0	3	11	2	2	4	2
Gm26584	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
Slc7a2	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	12	4	37
Pdgfrl	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	4	0	1
Mtus1	0	0	1	14	4.15	9	0	0	0	4	23	12	13	17	13	5	6	3
B430010I23Rik	0	0	0	0	0	0	0	0	0	0	0	0	12	18	13	13	3	6
Gm16192	0	0	0	0	0.85	0	0	0	0	0	0	0	0	1	0	1	0	3
Gm16193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgl1	0	0	0	0	0	0	0	0	0	0	3	0	13	10	6	3	0	0
Gm16348	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Pcm1	68	51	23	537	559	617	45	36	34	60	2507	2487	53	65	100	45	114	106
Asah1	156	155	114	819	650	806	132	51	133	129	793	777	73	103	93	226	179	272
Frg1	208	227	239	995	929	1065	138	69	145	116	952	938	111	77	112	118	212	189
Gapdh-ps14	0	0	0	0	1	0.6	2.07	0	3.45	0	0	0	0	0	0	1	0	0
Smarce1-ps1	0	3.01	0	6.74	0	0	21.68	15.44	63.53	48.63	3.37	3.2	3.02	0	0	2.79	0	0
2810404M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
RP24-235G23.1	0	0	0	0	0	0	0	0	0	0	0	0	6	5	5	1	0	0
Zfp353-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0
Gm6180	4.6	2.27	0	14.68	9.25	11.45	63.01	45.22	261.26	172.38	12.25	23.26	2.06	0	2.04	8.31	11.43	8.24
Gm23531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triml1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	1
Triml2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	1	0	0
Zfp42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Gm22986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam26b	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0
Adam26a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	10
Gm5346	0	0	0	0	0	0	0	0	0	0	0	0	2.14	5	1	1	1	0
Adam34	0	0	0	0	0	0	0	0	1	0	0	0	12.86	14	14	7	5	0
Gm24591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm26241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fat1	0	0	0	2	8	1	0	0	0	9	90	71	6	1	3	9	3	0
Gm2366	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	3	0	5
AY512931	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0
Mtnr1a	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	1	0	0
F11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klkb1	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	1	0	1
Cyp4v3	90	75	60	577	468	493	11	11	30	32	552	630	43	49	38	65	56	76
Fam149a	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	20	1	0
Tlr3	0	2	0	0	3	0	0	0	0	0	1	0	1	0	2	28	0	1
Sorbs2	0	0	0	0	1	0	0	1	0	0	2	1	15	18	13	14	5	1
Gm23604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm16351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorbs2os	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	1	0	0
Gm16352	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0
Gm25309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc110	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0
Gm15878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029J07Rik	2	4	1	10	18	10	0	0	9	0	72	51	6	12	6	7	3	7
Ufsp2	61	63	41	431	346	484	36	34	62	45	366	325	32	26	42	50	70	72
Ankrd37	8	5	5	14.84	17	25	13	11	7	22	54.97	39.88	4	5	4	7	20	22
Lrp2bp	0	0	0	3.16	1	0	2	0	0	0	1.03	2.12	1	1	0	0	3	0
Snx25	184	138	93	1266	1107.74	1132.48	26	12	19	17	1173	1118	29	45	39	33	64	73
Gm23030	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
Cfap97	47	77	50	384	341.26	344.52	43	34	39	65	1156	1198	32	50	51	33	40	40
Gm15634	0	0	0	0	2	1	0	0	4	3	0	1	0	0	0	0	0	0
Slc25a4	303	345	266	1346	1037	1280	406	284	626	642	1572	1836	208	186	274	317	537	518
Actg-ps1	0	0	0	10.19	11.05	4.25	0	0	2.7	2.75	3.52	8.17	3.67	0	0.24	0	2.36	5.32
Gm23812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10313	0	1	0	0	0	1.02	0	0	2.25	4.78	0	1.01	0	0	1	3.03	0	1.26
Gm24669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helt	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acsl1	28	14	42	124	99	100	9	2	12	27	215	248	18	19	22	48	40	43
Cenpu	16	21	10	81.2	53.78	93.07	19	18	25	18	100.41	100.58	20	13	26	16	20	21
Primpol	59	74	61	575.8	547.22	562.93	80	46	58	37	942.59	1045.42	60	75	82	58	63	103
Casp3	166	144	94	2842	2584	2836	151	78	52	65	1164	1398	35	24	33	59	107	102
Gm16675	4	3	2	49	40	74	7	3	2	1	142	123	0	3	2	2	5	5
Irf2	692	473	398	3233	3119	3213	70	67	148	176	2371	2434	108	108	188	113	233	261
Enpp6	10	16	8	433	389	488	0	0	0	0	32	23	3	12	3	17	0	4
4930579M01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Stox2	0	0	0	0	0	0	0	0	0	1	0	0	4	3	5	9	3	2
4930448N21Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm10083	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	0	0	0
Gm22857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc11	264	172	174	1215	1180	1008	120	57	54	43	1578	1614	76	72	103	114	123	159
Rwdd4a	73	72	54	393	376	426	70	53	73	93	753	638	34	44	48	31	69	106
Gm27409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8623	0	0	0	2.9	0	0	0	0	2.18	0	0.73	0	1.44	0	0	0	0	0
Ing2	72	65	40	257	258	346	18	16	24	10	336	396	17	22	22	29	62	50
AA386476	0	2	1	23	38	43	0	3	3	0	8	9	5	5	6	3	2	3
Cdkn2aip	188	135	120	694.3	570.99	685.14	217	53	109	102	1011.2	1223.11	124	103	122	131	277	238
E030037K01Rik	6	6	8	17.7	18.01	13.86	6	3	13	14	5.8	5.89	9	8	14	17	33	39
n-R5s96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cldn22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wwc2	3	1	0	5	1	2	2	1	3	0	25	42	6	2	10	4	11	4
n-R5s97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctd	3	2	4	34	18	8	0	0	14	16	59	76	6	0	14	3	7	12
Tenm3	0	0	0	0	0	0	2	0	1	0	0	0	0	6	4	3	0	0
Gm19744	0	0	0	0	0	0	0	0	0	0	0	0	7	14	9	6	3	1
Gm25830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930555F03Rik	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	1	0	0
Gm23986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140437.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9892	0	0	0	5.85	15.16	13.19	64.41	47.79	7.46	12.69	28.87	10.61	1.5	0	1.52	1.83	1.74	4.75
Gm6463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Gm25813	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0
Gm23666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aga	73	81	53	437	417	503	60	34	111	68	260	237	33	17	28	35	84	66
Neil3	5	3	2	48	7	51	85	47	6	1	58	32	5	10	16	8	6	8
Vegfc	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spcs3	396	548	429	3022	2685	2697	360	270	69	85	3564	3305	209	145	177	185	360	346
Asb5	0	1	0	1	1	3	0	0	0	0	2	2	0	0	2	0	2	0
5330439A09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spata4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr17	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	0	0
Gm15758	0	0	0	0	1	1	0	0	0	1	3.65	3.37	0	1	0	2	0	0
n-R5s98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpm6a	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	1	0	0
Adam29	0	0	0	0	0	0	0	0	0	0	0	0	10	15	7	7	3	0
Glra3	0	0	0	0	0	0	0	0	0	0	0	0	10	12	11	3	5	0
Hpgd	1	0	1	9	10	14	0	4	0	0	15	1	0	0	8	0	0	4
Gm24375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep44	36	24	25	194	148	249	20	30	58	70	335	310	23	22	34	25	48	65
Fbxo8	91	127	83	538	476	563	60	32	127	115	702	702	94	51	106	72	146	153
Gm25992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AV026068	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hand2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5033428I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scrg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sap30	33	38	27	207	153	201	18	9	9	6	96	103	16	25	28	33	69	50
2500002B13Rik	2	1	0	9	5	6	3	1	0	0	16	8	1	0	0	0	1	1
Hmgb2	925	1043.33	751.1	4264.19	3258.88	5255.76	985.28	892.07	549.82	538.22	3976.36	3794.65	291.74	187.13	280.19	636.34	1380.42	1405.41
Galnt7	245	222	182	927	906	810	85	30	60	97	1761	1618	102	67	110	125	168	170
Gm25379	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Gm10284	0.91	1.88	0	0	2.76	1.62	0	0	0	0	0	1.13	0	1.34	1.18	4	0	0
Galntl6	0	0	0	0	0	0	0	0	0	0	0	0	15	10	8	4	0	2
Gm26905	0	0	0	0	0	0	0	0	0	0	0	0	4	4	8	3	3	1
Gm15882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15881	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	2	0
BC030500	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Gm24847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aadat	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Mfap3l	0	1	1	0	0	0	0	0	0	0	0	0	7	14	1	4	7	0
Gm23329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700029M09Rik	72	79	51	453	400	515	152	115	107	100	770	766	39	36	60	77	122	112
Clcn3	151	175	126	813.07	666.05	735.09	158	88	138	107	1881.04	1869.03	135	110	151	169	183	227
B230317F23Rik	0	0	1	6	5	4	3	0	0	0	2	0	8	7	6	4	4	2
Nek1	38	19	20	168	154	155	10	12	13	16	510	472	37	33	33	37	33	51
Gm16179	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	1	0
Gm16178	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Sh3rf1	14	8	6	70	64	61	7	5	5	4	125	170	3	9	4	11	12	15
1700001D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10015	0	0	0	0	0	0	0	0	0	0	1.11	2.88	0	0	0	0	0	0
Cbr4	11	17	14	96	85	102	29	23	17	39	117	154	10	15	15	20	23	30
Palld	0	3	1	5	8	4	0	0	0	1	12	7	22	18	19	13	4	0
4930512H18Rik	1	1	1	16	23	4	1	0	1	1	14	22	0	2	3	0	3	0
Ddx60	206	302	160	661	569	595	29	17	22	11	1156	1233	30	37	49	56	99	70
Anxa10	0	0	0	0	0	0	0	1	0	0	0	0	3	5	5	0	2	0
Gm22324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spock3	0	0	0	0	0	0	1	0	1	1	0	0	15	21	19	11	7	7
Gm24236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5350	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm24580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgol2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Tll1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Gm22586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpe	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	7	0	2
Msmo1	72	82	74	509	425	523	229	166	385	243	471	462	126	128	124	123	97	246
Klhl2	75	42	43	410	393	396	13	8	11	21	528	527	18	17	36	23	28	60
Gm26210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem192	268	244	174	920	957	987	95	57	165	137	480	533	78	58	94	73	188	139
Trim75	0	0	0	0	0	0	0	0	0	3	1	0	1	3	0	6	0	0
Trim60	0	0	0	0	0	0	0	0	0	0	0	0	1	12	7	6	1	5
Apela	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	0
Gm10663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC030870	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
Gm24333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
March1	1	0	1	5	0	0	0	2	1	0	52	25	9	16	12	50	13	29
Gm23515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15354	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0
Gm15356	0	0	0	0	0	0	0	0	0	0	1	0	6	9	3	6	0	5
Tma16	7	13	7	46	48	57	17	4	33	15	193	232	20	17	18	23	28	37
Tktl2	0	0	0	0	0	0	0	3	0	0	0	0	4	9	7	5	4	1
Gm16330	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	0	0	0
Npy5r	0	0	0	0	0	0	0	0	0	0	0	0	5	4	5	8	4	1
Npy1r	0	0	0	0	0	0	0	0	0	0	0	0	6	13	2	2	2	0
Naf1	5	8	1	21	21	22	1	3	7	2	218	219	2	4	11	11	14	13
Gm25275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10660	0	0	0	0	0	0	0	0	0	0	0	0	13	2	3	2	6	1
Nat1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
Nat2	6	11	7	84	85	65	34	25	11	5	202	170	3	7	6	6	6	10
Gm9755	2.45	0	0	4.85	0	5.1	22.72	0	66.44	33.71	38	15.75	2.27	4.68	11.08	8.05	15.6	9.52
Nat3	0	0	0	0	0	0	0	0	0	0	0	2	2	1	6	2	1	0
AC141868.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psd3	0	0	0	2	4	0	0	0	0	2	7	10	9	12	4	5	2	0
Gm15992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21807	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Gm26659	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
Sh2d4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csgalnact1	0	0	0	0	0	0	1	0	1	0	3	1	7	7	5	11	8	6
1700125H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15656	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm15654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints10	179	139	123	808	658	797	109	27	125	97	743	776	87	78	67	83	156	145
Gm15549	0	1	0	2	0	3	0	1.01	1.01	2.01	2	4	1	0	3	0	0	1
Lpl	1	1	1	3	4	1	0	0	1	0	18	2	15	219	3	115	21	392
Slc18a1	1	0	0	7	11	0	0	1	1	0	1	2	2	8	1	7	5	4
Gm15716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1b2	576	453	371	1937	1698	1789	216	129	356	345	1610	1595	205	222	247	244	286	377
Gm15717	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Lzts1	15	14	8	73	47	74	66	47	145	170	214	195	14	20	18	17	14	15
Zfp930	34	28	14	235	186	243	71	23	17.48	3.99	311	314	13	19	21	21	20	20
D130040H23Rik	6	9	5	82	77	101	17	7	9	4	182	251	7	7	10	8	14	12
Gm10033	1	1	2	12	13	13	9	0	0	0	28	36	0	0	7	1	0	2
Gm10311	0	0	0	17	15	11	1	4	0	0	21	13	3	1	1	0	1	2
Gm25661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-468H22.1	0	0	0	0	0	0	0	0	0	0	0	0	17.67	10.97	10	6	7.72	1
